/home/gorgsss/.local/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Using cuda device
Logging to ./logger/PPO_160
-----------------------------
| time/              |      |
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 149         |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 493         |
|    time_elapsed         | 7463        |
|    total_timesteps      | 1009664     |
| train/                  |             |
|    approx_kl            | 0.020192001 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.37       |
|    explained_variance   | -2.12e+06   |
|    learning_rate        | 0.002       |
|    loss                 | 2.18        |
|    n_updates            | 4920        |
|    policy_gradient_loss | 0.00438     |
|    std                  | 0.617       |
|    value_loss           | 11.8        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 147        |
| time/                   |            |
|    fps                  | 135        |
|    iterations           | 494        |
|    time_elapsed         | 7469       |
|    total_timesteps      | 1011712    |
| train/                  |            |
|    approx_kl            | 0.02649742 |
|    average_reward       | 741        |
|    clip_fraction        | 0.327      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.38      |
|    explained_variance   | -1.3e+05   |
|    learning_rate        | 0.002      |
|    loss                 | 0.39       |
|    n_updates            | 4930       |
|    policy_gradient_loss | -0.0124    |
|    std                  | 0.617      |
|    value_loss           | 5.26       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 147         |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 495         |
|    time_elapsed         | 7474        |
|    total_timesteps      | 1013760     |
| train/                  |             |
|    approx_kl            | 0.047203206 |
|    clip_fraction        | 0.435       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.37       |
|    explained_variance   | -14.1       |
|    learning_rate        | 0.002       |
|    loss                 | 1.92        |
|    n_updates            | 4940        |
|    policy_gradient_loss | -0.0185     |
|    std                  | 0.615       |
|    value_loss           | 4.1         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 154        |
| time/                   |            |
|    fps                  | 135        |
|    iterations           | 496        |
|    time_elapsed         | 7479       |
|    total_timesteps      | 1015808    |
| train/                  |            |
|    approx_kl            | 0.06684248 |
|    average_reward       | 815        |
|    clip_fraction        | 0.508      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.32      |
|    explained_variance   | -78.3      |
|    learning_rate        | 0.002      |
|    loss                 | 0.0611     |
|    n_updates            | 4950       |
|    policy_gradient_loss | -0.011     |
|    std                  | 0.611      |
|    value_loss           | 0.435      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 154         |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 497         |
|    time_elapsed         | 7486        |
|    total_timesteps      | 1017856     |
| train/                  |             |
|    approx_kl            | 0.038886797 |
|    clip_fraction        | 0.492       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.31       |
|    explained_variance   | -4.56e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.669       |
|    n_updates            | 4960        |
|    policy_gradient_loss | -0.0242     |
|    std                  | 0.613       |
|    value_loss           | 1.73        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 157         |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 498         |
|    time_elapsed         | 7491        |
|    total_timesteps      | 1019904     |
| train/                  |             |
|    approx_kl            | 0.032061465 |
